epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.9778786301612854,9.999999747378752e-05,0.055299438536167145,0.9903225898742676,0.03337019309401512
1,0.9869540333747864,9.999999747378752e-05,0.03484689071774483,0.977419376373291,0.07891658693552017
2,0.988655686378479,9.999999747378752e-05,0.04277566075325012,0.9612902998924255,0.12853406369686127
3,0.9920589923858643,9.999999747378752e-05,0.02886005863547325,0.948387086391449,0.17566075921058655
4,0.9943278431892395,9.999999747378752e-05,0.018816648051142693,0.9677419066429138,0.12344537675380707
5,0.9926261901855469,2.9999999242136255e-05,0.024255339056253433,0.9741935729980469,0.09684336185455322
6,0.9982983469963074,2.9999999242136255e-05,0.005143425893038511,0.9806451797485352,0.08095718920230865
7,0.9954622983932495,2.9999999242136255e-05,0.01565985009074211,0.9612902998924255,0.1538548320531845
